CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1204	6968	6	0.798	-9.010
1078	5185	6	0.8162	14.490
3115	5494	6	0.7181	-74.523
853	3947	6	0.8446	-23.500
84	371	6	0.6913	-61.030
964	5229	6	0.733	-170.089
1858	2885	6	0.7986	5.499
600	10170	6	0.7708	35.983
920	1072	6	0.7029	73.517
383	3947	6	0.686	-0.498
671	3476	6	0.8186	-0.987
114	5185	6	0.6804	-14.518
1313	1607	6	0.7425	-69.038
1074	4878	6	0.6835	20.008
5733	6153	6	0.7185	15.002
3780	7445	6	0.7059	-79.040
3273	10709	6	0.6973	49.529
327	487	6	0.7991	147.082
487	9317	6	0.751	-147.590
1391	6770	6	0.6826	44.528
699	2320	6	0.7631	-66.040
1204	3476	6	0.7492	-101.060
2553	2956	6	0.8004	7.999
487	2553	6	0.7669	-132.578
500	2290	6	0.7408	-193.095
1207	1431	6	0.7324	97.060
1204	1340	6	0.7227	11.999
1901	4344	6	0.8109	-112.561
3005	10687	6	0.6965	5.010
51	6543	6	0.8467	-21.009
312	3647	6	0.7107	-84.549
312	10718	6	0.7732	-7.496
1327	1858	6	0.705	-11.012
1207	10494	6	0.848	119.573
671	1204	6	0.6823	100.073
1844	5084	6	0.7586	-73.028
669	5271	6	0.7502	-125.077
1074	10378	6	0.7279	177.087
312	500	6	0.8231	73.028
312	2320	6	0.7652	-134.087
862	2553	6	0.7751	-112.067
487	2025	6	0.8444	-140.577
669	1935	6	0.8227	6.500
1074	1933	6	0.8031	-67.031
1256	9461	6	0.8129	-0.503
896	1935	6	0.7086	132.568
670	1072	6	0.6948	86.029
114	862	6	0.683	-13.010
2025	2955	6	0.7607	-7.492
224	2246	6	0.8348	24.501
383	500	6	0.7874	81.028
500	5964	6	0.778	-52.527
1765	2290	6	0.8113	21.009
2380	5229	6	0.7088	-21.507
3780	6968	6	0.7356	-49.016
4043	4149	6	0.7139	-24.520
896	2553	6	0.7782	14.001
2290	10718	6	0.6814	112.570
3115	9317	6	0.7171	-165.093
327	3273	6	0.7677	158.075
2553	2885	6	0.7206	120.067
3780	8937	6	0.7362	2.002
1313	2622	6	0.7715	-217.620
3623	7445	6	0.7223	-2.012
487	5494	6	0.6971	-57.020
473	1082	6	0.7588	-49.016
263	2622	6	0.772	-166.582
956	6543	6	0.8606	-68.018
367	5727	6	0.6941	-60.019
4645	8937	6	0.7972	9.010
600	669	6	0.7685	7.999
592	1933	6	0.715	68.042
2320	7656	6	0.7017	207.618
1844	4149	6	0.7994	-52.020
531	772	6	0.7407	59.032
600	2380	6	0.7877	-111.569
2246	5733	6	0.694	-20.990
5913	10378	6	0.6942	-256.160
84	3040	6	0.6912	70.030
2730	3115	6	0.7948	22.010
1204	3780	6	0.7997	40.006
4406	7374	6	0.8182	10.519
401	4406	6	0.8628	-26.019
2290	2956	6	0.8488	7.999
3134	10454	6	0.8064	-20.990
2345	10378	6	0.7109	156.078
383	775	6	0.8812	21.512
820	1858	6	0.688	-193.076
2320	9317	6	0.8058	-0.991
1103	5185	6	0.8125	22.992
2025	9317	6	0.8384	-7.013
4645	5733	6	0.8073	10.519
383	487	6	0.896	20.511
1084	5185	6	0.8227	21.531
256	1601	6	0.6906	245.608
600	9317	6	0.7451	-119.080
1376	2375	6	0.7002	1.993
327	964	6	0.7325	155.584
383	1327	6	0.7915	13.513
2955	7374	6	0.7695	118.059
2320	2956	6	0.7783	22.020
89	1737	6	0.7133	-112.072
487	5271	6	0.7961	-145.588
669	10718	6	0.7567	0.503
3273	5964	6	0.8703	-3.003
44	600	6	0.8352	-29.511
531	7071	6	0.764	-23.002
1858	3947	6	0.7278	-2.999
5436	7294	6	0.7261	-0.024
1084	4406	6	0.8293	3.022
6543	8937	6	0.7305	38.009
51	1204	6	0.7633	-25.009
1359	3014	6	0.7345	-256.630
487	10170	6	0.6984	7.472
964	11136	6	0.8432	-21.014
670	1074	6	0.8271	-16.008
896	1901	6	0.7092	133.570
1204	1578	6	0.7723	-16.013
1858	10718	6	0.8645	-1.997
2320	3947	6	0.7032	125.589
1901	2553	6	0.7702	-119.568
2025	10718	6	0.7743	120.569
1601	10709	6	0.6827	-23.500
1901	2121	6	0.6857	7.511
671	1737	6	0.7128	-7.999
2380	5494	6	0.6934	83.059
1078	4406	6	0.7868	-4.019
44	3273	6	0.6941	9.992
5733	8937	6	0.7808	-1.509
3780	6153	6	0.7567	18.513
5964	10718	6	0.7408	-27.998
1011	2320	6	0.7208	-65.039
327	5964	6	0.8208	155.072
896	5964	6	0.7556	154.569
5229	5964	6	0.7226	169.576
5964	11136	6	0.783	-20.501
487	2885	6	0.8064	-12.511
699	5978	6	0.7107	35.010
114	10170	6	0.7814	14.974
820	2320	6	0.7128	-321.664
2460	2730	6	0.767	-96.533
44	2380	6	0.6991	-141.080
1765	10718	6	0.8027	133.579
876	2443	6	0.7962	102.540
256	853	6	0.8596	164.077
5185	7374	6	0.8068	-7.990
327	2025	6	0.8156	6.505
1391	3647	6	0.7676	35.518
2025	3947	6	0.6892	119.568
114	4729	6	0.7226	-5.997
699	1765	6	0.8009	-73.028
84	956	6	0.7478	39.010
910	5229	6	0.6859	-0.508
2955	6770	6	0.7282	60.019
5271	11136	6	0.7327	133.076
500	1935	6	0.7073	-74.528
862	1327	6	0.7213	13.513
1578	7445	6	0.7119	-23.021
775	9317	6	0.7596	-148.591
669	853	6	0.6908	23.002
383	1901	6	0.8354	7.501
2320	5964	6	0.7556	154.588
882	3386	6	0.7007	156.083
487	3115	6	0.7181	17.503
500	5271	6	0.7236	-206.105
3476	6543	6	0.709	105.059
669	9317	6	0.7308	-127.079
327	383	6	0.7455	126.571
1578	3476	6	0.707	-85.047
669	1391	6	0.7742	-112.067
964	3780	6	0.7656	-4.024
1901	2320	6	0.7092	-133.589
699	1391	6	0.7308	-52.020
775	2553	6	0.7602	-133.579
1765	9317	6	0.8574	5.997
600	2955	6	0.7877	-119.559
896	1765	6	0.8461	-7.008
669	2956	6	0.7179	-104.068
9317	10718	6	0.7292	127.582
89	956	6	0.8162	68.018
896	2290	6	0.8367	14.001
1391	2380	6	0.6979	-7.501
2345	5727	6	0.7874	-0.010
383	853	6	0.7335	23.002
487	2320	6	0.8411	-146.598
1765	2956	6	0.829	29.008
772	1078	6	0.7115	-89.032
2025	2380	6	0.7607	0.498
1457	10454	6	0.6837	139.078
312	964	6	0.9075	21.014
964	1391	6	0.7992	-141.080
1391	5964	6	0.8438	140.568
2553	5494	6	0.7185	75.558
10454	10494	6	0.8783	-21.000
876	1072	6	0.7962	102.540
2290	2553	6	0.7549	0.000
44	964	6	0.715	7.501
956	3476	6	0.6924	-173.077
531	4406	6	0.8371	-34.019
89	10327	6	0.7353	0.000
775	2290	6	0.7083	-133.579
1901	3273	6	0.7803	24.003
263	3476	6	0.8277	-10.988
2290	4344	6	0.8276	7.008
1266	6968	6	0.6879	-41.017
896	5229	6	0.8372	-15.007
3742	6433	6	0.7046	-162.089
1321	1359	6	0.7537	1.001
44	1078	6	0.7025	-37.511
531	828	6	0.6818	-119.061
2025	2290	6	0.8531	7.999
699	9317	6	0.7163	-67.031
487	1858	6	0.7436	-18.010
600	5964	6	0.6853	36.500
876	5727	6	0.8753	21.502
3014	5436	6	0.7754	70.552
4938	10516	6	0.7412	0.503
2320	4344	6	0.8491	21.028
383	896	6	0.8763	-126.068
312	1858	6	0.688	-5.499
401	7374	6	0.7645	-15.500
401	732	6	0.7018	-119.061
2443	4464	6	0.6893	134.082
3970	6582	6	0.7375	15.999
732	828	6	0.8146	7.999
367	1074	6	0.7049	-81.018
882	2345	6	0.8386	-0.498
862	1765	6	0.7617	-133.076
363	2345	6	0.6867	-148.078
828	8761	6	0.7687	-7.511
2622	3780	6	0.6816	296.660
896	3647	6	0.6808	49.519
5271	9317	6	0.7246	-2.002
896	3115	6	0.7243	164.082
51	956	6	0.9489	47.009
2380	7374	6	0.7695	110.070
772	7071	6	0.7423	-82.034
10386	10454	6	0.8449	141.080
2622	5733	6	0.7052	300.171
500	1601	6	0.7026	23.505
4043	5733	6	0.7304	210.119
862	4344	6	0.7606	-105.059
671	2622	6	0.735	-156.581
956	8937	6	0.7278	-30.009
2320	10718	6	0.8168	126.590
896	2885	6	0.8026	134.068
1207	3134	6	0.9227	161.562
3476	5733	6	0.713	144.577
862	2025	6	0.7825	-120.066
487	3186	6	0.6835	-111.550
487	964	6	0.8743	8.502
2622	4043	6	0.7152	90.052
327	9317	6	0.8048	-0.508
3780	4043	6	0.7077	-206.608
1391	2290	6	1.0	0.000
2135	3742	6	0.7162	-0.503
1737	3476	6	0.7686	7.013
1935	5964	6	0.7474	22.000
500	896	6	0.7037	-207.096
312	487	6	0.8589	12.511
367	876	6	0.707	-81.521
2290	3273	6	0.7655	143.571
964	1765	6	0.7312	-162.089
2025	3273	6	0.7442	151.570
896	1011	6	0.7208	65.020
44	896	6	0.6823	-147.580
1072	1074	6	0.8031	-102.037
487	1901	6	0.8952	-13.010
775	10170	6	0.6812	6.471
10386	10494	6	0.8357	120.081
896	2320	6	1.0	-0.019
263	1737	6	0.7046	-18.001
1327	2553	6	0.6952	-125.580
312	5964	6	0.8652	20.501
939	10830	6	0.6933	0.498
964	1901	6	0.8816	-21.512
4645	7445	6	0.7538	-72.032
775	862	6	0.8346	-21.512
383	2553	6	0.7834	-112.067
671	4149	6	0.7343	-91.049
1204	5733	6	0.8528	43.517
669	1765	6	0.7811	-133.076
1391	2025	6	0.8531	-7.999
4406	5185	6	0.9031	18.509
44	9317	6	0.6928	-148.591
256	896	6	0.776	15.007
2460	3115	6	0.7072	-74.523
531	1078	6	0.7654	-30.000
600	4124	6	0.6849	114.146
7071	10687	6	0.7342	22.010
1858	10709	6	0.683	78.532
327	896	6	0.7848	0.503
1207	10687	6	0.7069	147.580
4344	7374	6	0.6801	95.561
500	862	6	0.6836	-81.028
1765	5964	6	0.7635	161.577
1204	8937	6	0.7613	42.008
1074	5727	6	0.8509	20.999
1858	2320	6	0.7253	-128.588
2290	9317	6	0.7368	-15.012
592	2345	6	0.6811	156.083
312	2885	6	0.7735	0.000
1457	10458	6	0.6997	154.085
896	2955	6	0.7618	-1.490
896	1601	6	0.6856	230.601
1935	10170	6	0.7623	21.483
3947	10718	6	0.7457	1.001
2025	2320	6	0.935	-6.021
84	10338	6	0.6814	-7.999
312	327	6	0.8324	-134.571
2320	7374	6	0.7405	116.589
1078	7071	6	0.7762	6.998
44	2290	6	0.7328	-133.579
2956	4344	6	0.7669	-0.992
2025	5514	6	0.6914	91.547
44	487	6	0.7348	-1.001
775	1391	6	0.7083	-133.579
5229	9317	6	0.6806	13.996
9317	10170	6	0.6817	155.062
327	3647	6	0.7103	50.022
820	1935	6	0.7594	-189.076
853	1858	6	0.7297	-20.501
775	1858	6	0.7952	-19.012
383	1765	6	0.853	-133.076
1204	4043	6	0.7123	-166.601
2290	3476	6	0.7044	-4.009
7374	9317	6	0.6979	-117.580
2025	5913	6	0.7066	344.186
363	956	6	0.7292	97.041
2025	7374	6	0.7039	110.568
383	2885	6	0.889	7.999
1536	2246	6	0.6807	45.500
853	862	6	0.7447	-23.002
699	2553	6	0.7026	-52.020
964	1935	6	0.7418	-22.513
3386	5727	6	0.7059	-156.590
383	5271	6	0.7699	-125.077
896	2121	6	0.6932	141.080
2320	2955	6	0.7618	-1.470
487	1935	6	0.7998	-14.011
51	10327	6	0.7717	-21.009
383	2121	6	0.7771	15.012
487	1327	6	0.7408	-6.998
3970	10378	6	0.6908	172.076
312	820	6	0.71	187.577
853	5494	6	0.6816	-59.511
2553	4729	6	0.6893	119.080
312	1765	6	0.8009	-141.075
1765	2885	6	0.7876	141.075
600	4729	6	0.7735	15.012
3647	5978	6	0.7409	51.512
5271	5964	6	0.7633	153.577
1431	10494	6	0.7031	22.513
1765	7374	6	0.6927	123.578
3476	8937	6	0.7112	143.068
487	600	6	0.7522	-28.510
920	5727	6	0.7793	-7.520
669	4344	6	0.7775	-105.059
312	7374	6	0.6874	-17.498
1082	5733	6	0.6892	109.557
669	775	6	0.8912	21.512
2290	6770	6	0.6826	44.528
1933	5727	6	0.7347	88.031
896	1327	6	0.768	139.581
670	3970	6	0.7272	-10.998
312	1391	6	0.82	-120.067
2290	2955	6	0.6979	-15.491
1431	10386	6	0.7796	-97.568
1327	10718	6	0.7482	-13.010
1376	3115	6	0.8277	30.014
502	4606	6	0.7009	5.499
312	1935	6	0.7535	-1.499
1212	10378	6	0.7518	21.009
327	775	6	0.752	148.083
1901	5964	6	0.8836	20.999
1327	1935	6	0.7398	-7.013
7374	10718	6	0.6933	10.001
500	2553	6	0.6838	-193.095
327	1935	6	0.7051	133.071
487	2955	6	0.6881	-148.069
669	4729	6	0.732	7.013
500	2121	6	0.7212	-66.016
1078	1084	6	0.7109	-7.041
600	1858	6	0.7415	10.500
1933	3643	6	0.7275	148.562
5185	7071	6	0.7571	-7.492
44	5964	6	0.7624	6.989
487	820	6	0.7276	175.065
44	327	6	0.6915	-148.083
371	3623	6	0.7524	-9.000
2885	3115	6	0.7002	30.014
3947	7656	6	0.6802	82.029
2290	2380	6	0.6979	-7.501
263	1313	6	0.6857	51.037
383	2320	6	0.8763	-126.088
1082	6543	6	0.7766	70.040
1313	1844	6	0.722	-100.068
1935	2885	6	0.7308	1.499
89	10338	6	0.6839	21.009
383	820	6	0.7418	195.576
367	2443	6	0.8205	21.019
487	3947	6	0.6816	-21.009
401	10458	6	0.6887	15.007
4344	11136	6	0.6914	113.059
2885	9317	6	0.7083	-135.078
669	5964	6	0.8172	28.501
699	5271	6	0.7692	-65.029
772	5185	6	0.7437	-74.542
327	862	6	0.6841	126.571
775	2121	6	0.7302	-6.500
1901	7374	6	0.721	-17.000
1935	2025	6	0.7079	-126.567
6153	6543	6	0.7302	-54.520
775	1765	6	0.8101	-154.588
1536	6968	6	0.6895	-28.017
312	5229	6	0.7447	-149.075
820	2025	6	0.7393	-315.643
1327	1391	6	0.6848	-125.580
2956	3273	6	0.7346	135.572
363	7188	6	0.6962	-20.999
2025	2553	6	0.8269	7.999
383	5494	6	0.6822	-36.509
502	9461	6	0.7091	-24.510
3647	11136	6	0.7257	84.549
1858	11136	6	0.7744	5.499
2955	5494	6	0.6934	91.049
4149	5733	6	0.731	234.639
2320	4729	6	0.7196	133.100
820	7374	6	0.7059	-205.075
670	882	6	0.8382	5.499
2553	9317	6	0.8352	-15.012
853	10718	6	0.6937	-22.499
2885	5964	6	0.7622	20.501
51	89	6	0.835	-21.009
312	600	6	0.8706	-15.999
699	2956	6	0.7826	-44.020
775	11136	6	0.7302	-13.513
114	7374	6	0.7788	-22.508
487	669	6	0.905	-20.511
1204	4645	6	0.8696	32.998
1011	2290	6	0.7778	-51.018
853	896	6	0.752	-149.070
3476	3780	6	0.6992	141.066
2885	4344	6	0.7245	-113.059
820	11136	6	0.6849	-187.577
600	2025	6	0.7556	-112.067
500	10709	6	0.8151	0.005
820	3273	6	0.694	-164.072
487	775	6	0.9097	1.001
6543	10338	6	0.7286	21.009
263	3623	6	0.7984	53.049
44	1901	6	0.7623	-14.011
956	1737	6	0.78	-180.090
1266	4812	6	0.7312	-93.539
3970	6751	6	0.721	24.008
876	4878	6	0.7072	20.511
896	910	6	0.7857	-14.499
500	699	6	0.7239	-141.075
2025	4729	6	0.7092	127.079
51	1321	6	0.7325	-42.032
1204	2622	6	0.7004	-256.654
775	5229	6	0.7636	-162.587
1935	4344	6	0.6859	-111.559
84	6543	6	0.7548	-29.008
853	1765	6	0.7392	-156.078
1901	11136	6	0.7895	0.498
4406	10687	6	0.777	33.027
600	1935	6	0.7184	14.499
798	1391	6	0.6959	-141.080
669	820	6	0.6979	195.576
1204	7445	6	0.8138	-39.034
51	1737	6	0.7574	-133.081
600	7374	6	0.8506	-1.499
669	1858	6	0.7118	2.500
531	3005	6	0.7306	-6.002
600	5494	6	0.776	-28.510
3273	5271	6	0.7454	-156.581
3115	4344	6	0.6863	-143.073
699	11136	6	0.7087	68.047
256	2025	6	0.7396	21.009
263	1204	6	0.7154	90.071
2121	3273	6	0.7298	16.492
2955	5229	6	0.7088	-13.517
910	3947	6	0.7432	140.069
3623	4149	6	0.7119	-154.099
10709	10718	6	0.7576	-80.530
2320	2885	6	0.8026	134.087
487	10709	6	0.6952	60.522
500	1858	6	0.7188	-78.527
383	1391	6	0.7723	-112.067
5733	7445	6	0.7276	-82.551
862	1935	6	0.6971	6.500
670	876	6	0.7751	-16.511
1072	5727	6	0.7347	-81.037
2707	6433	6	0.7592	-437.347
51	84	6	0.782	7.999
3115	5964	6	0.6931	-9.513
1266	3237	6	0.7868	-41.017
669	2885	6	0.8547	7.999
84	4043	6	0.6967	-199.609
5701	7188	6	0.8131	-6.989
3476	5084	6	0.7124	-111.071
4729	10170	6	0.7162	20.971
1578	3623	6	0.7522	-21.009
500	2025	6	0.7154	-201.094
1327	3947	6	0.7024	-14.011
600	1901	6	0.701	15.500
2380	10170	6	0.7569	147.552
1321	1578	6	0.7608	1.011
2956	11136	6	0.7145	112.067
327	2553	6	0.8767	14.504
263	5733	6	0.6907	133.589
1391	11136	6	0.7541	120.067
920	1074	6	0.7524	-28.520
775	2025	6	0.8069	-141.578
487	1765	6	0.831	-153.587
383	2290	6	0.7723	-112.067
312	798	6	0.6866	21.014
775	10718	6	0.7982	-21.009
964	2290	6	0.7992	-141.080
401	772	6	0.7477	67.031
600	2713	6	0.6849	82.973
669	2025	6	0.8101	-120.066
1082	3476	6	0.7324	-35.020
367	1072	6	0.8205	21.019
2320	2380	6	0.7618	6.519
487	3273	6	0.8573	10.993
772	4406	6	0.7695	-93.051
401	1084	6	0.7182	-29.042
4938	6164	6	0.6924	15.002
487	2121	6	0.7609	-5.499
1391	2956	6	0.8488	7.999
3476	4043	6	0.7926	-65.542
263	1844	6	0.7059	-49.031
312	5271	6	0.8422	-133.076
1256	3040	6	0.7192	-21.512
1340	4645	6	0.7208	20.999
882	5727	6	0.9274	-0.508
1901	2956	6	0.7803	-111.569
263	4149	6	0.8021	-101.050
853	2320	6	0.752	-149.089
1204	10327	6	0.7025	4.000
5730	6164	6	0.7728	-24.008
862	3947	6	0.7098	-0.498
1737	6543	6	0.6943	112.072
500	2320	6	0.7037	-207.115
383	11136	6	0.7021	7.999
1082	1266	6	0.6803	98.047
256	5271	6	0.7592	15.999
5727	10378	6	0.7492	156.087
286	1173	6	0.7957	0.498
6543	10327	6	0.7993	0.000
3623	4645	6	0.6819	70.020
2956	5229	6	0.6952	-37.008
882	1130	6	0.6867	7.492
853	910	6	0.7826	-163.569
6582	6751	6	0.7773	8.009
487	5964	6	0.8831	7.990
896	4344	6	0.8491	21.009
2443	5727	6	0.7347	-81.037
2885	5229	6	0.7112	-149.075
89	1340	6	0.7164	7.999
896	1858	6	0.7253	128.569
2025	5229	6	0.8289	-21.009
286	5162	6	0.7683	-9.000
4729	7374	6	0.7379	-16.511
1072	4464	6	0.6893	134.082
500	1901	6	0.7959	-73.527
51	10338	6	0.801	0.000
365	1266	6	0.7331	21.009
1082	10327	6	0.7705	70.040
563	3778	9	0.9865	-10.021
2654	3250	9	0.9188	-281.978
3677	5486	9	0.9475	-190.959
2091	9435	9	0.9467	-343.070
1837	10335	9	0.8978	149.994
2806	6293	9	0.8613	-30.033
458	10433	9	0.9788	0.000
12	267	9	0.9821	0.000
3006	10335	9	0.8841	153.012
3832	6293	9	0.985	-192.065
423	1592	9	0.9686	0.000
6293	12267	9	0.9127	192.017
1478	10335	9	0.9404	-5.973
1571	12567	9	0.9262	27.983
122	6621	9	0.9	-327.067
1141	1592	9	0.9155	153.012
199	2146	9	0.8831	157.989
6052	10511	9	0.8912	304.017
199	9435	9	0.9182	-496.082
595	6701	9	0.9516	15.994
95	532	9	0.9094	-10.021
5219	6701	9	0.9002	15.994
2536	3156	9	0.9021	151.010
458	10471	9	0.9784	0.000
1592	10497	9	0.9421	-0.005
2806	3006	9	0.9055	9.020
1592	2536	9	0.8662	-22.044
422	3691	9	0.9403	-192.060
6038	12267	9	0.8856	23.988
3691	5843	9	0.9274	192.060
982	2942	9	0.9065	-305.028
80	1380	9	0.8636	53.998
260	422	9	0.8762	152.011
1227	7931	9	0.8829	-334.094
697	2598	9	0.9754	334.070
595	3832	9	0.9843	10.021
422	3451	9	0.8948	168.043
5843	10497	9	0.8746	-129.972
532	1478	9	0.9377	15.994
532	2001	9	0.8815	-152.011
267	2630	9	0.9074	-10.021
512	10497	9	0.9217	-152.016
199	5324	9	0.8749	53.998
3006	6621	9	0.9461	0.000
982	2806	9	0.9162	-15.999
458	11873	9	0.9776	0.000
141	11328	9	0.9598	0.000
417	11328	9	0.9414	0.000
422	4992	9	0.9151	12.004
662	1007	9	0.9963	-1.011
563	6621	9	0.9507	-1.001
122	3156	9	0.8911	-479.078
2554	3156	9	0.932	-151.005
1227	6052	9	0.9302	-152.011
2970	10852	9	0.9535	-76.003
80	267	9	0.9443	0.000
267	3006	9	0.9091	-1.001
583	1837	9	0.926	2.017
1478	6701	9	0.9572	0.000
611	3358	9	0.986	53.959
4148	6165	9	1.0	0.000
5843	6621	9	0.9254	151.010
1227	10631	9	0.8884	0.000
267	1837	9	0.9239	2.017
1132	2596	9	0.9417	73.991
95	3832	9	0.9169	0.000
6165	7671	9	0.9572	0.000
756	5676	9	0.9507	-1.006
987	2964	9	0.9191	-290.069
122	6293	9	0.9	-366.120
2001	3006	9	0.926	9.020
423	2654	9	0.9074	281.978
1655	9229	9	0.9519	-136.079
10471	11873	9	0.9999	0.000
512	2654	9	0.9568	129.967
532	12267	9	0.9102	9.973
446	11110	9	0.9606	0.000
3778	12008	9	0.9754	-1.001
2942	5167	9	0.935	1.001
2597	3006	9	0.8976	-5.034
422	3174	9	0.9193	154.028
1917	6803	9	0.971	-364.165
22	5241	9	0.9279	-1.001
5241	8791	9	0.955	0.000
6038	8647	9	0.8729	-394.031
1655	10147	9	0.8964	-152.006
563	2536	9	0.8884	-304.022
8791	11328	9	0.9479	1.001
12	2146	9	0.9322	5.978
6701	8647	9	0.9382	-424.041
10335	12267	9	0.9896	-0.048
36	7941	9	0.9732	-10.016
697	2596	9	0.9477	410.078
12	5843	9	0.892	-152.011
80	2001	9	0.9427	-10.021
141	5241	9	0.974	-1.001
1794	4900	9	0.8987	39.992
583	3174	9	0.9373	2.017
2751	10881	9	0.8921	0.508
22	1660	9	0.8731	0.000
80	2630	9	0.9009	-10.021
3174	6293	9	0.9081	-42.071
80	2806	9	0.9491	-10.021
512	1141	9	0.8643	-305.023
756	987	9	0.9346	0.000
260	3250	9	0.9289	22.044
422	10515	9	0.9895	-10.021
4393	5486	9	0.9001	-18.030
267	2806	9	0.937	-10.021
982	2001	9	0.935	-15.999
5486	10631	9	0.9107	0.000
7931	10511	9	0.9263	486.100
2598	11103	9	0.8887	75.505
662	1892	9	0.9647	-152.011
36	1268	9	0.8916	151.010
5952	10423	9	0.9186	1.001
2169	3464	9	0.9024	-14.016
199	11021	9	0.8907	-40.054
2536	7941	9	0.9293	-10.016
4210	9229	9	0.9445	14.930
199	611	9	0.9353	498.104
5657	10497	9	0.918	-31.959
12	4992	9	0.8675	-140.007
532	3832	9	0.9374	10.021
6052	7931	9	0.8643	-182.083
80	422	9	0.9714	-152.011
2543	10881	9	0.9765	76.008
3156	6621	9	0.911	152.011
80	3533	9	0.9128	-44.063
122	3832	9	0.8662	-174.055
563	2597	9	0.9087	4.033
3677	10511	9	0.9457	-38.952
815	2970	9	0.9095	152.006
2596	10852	9	0.8737	76.003
2654	9740	9	0.9083	21.038
950	2598	9	0.9269	-2.017
260	2536	9	0.9386	0.000
199	5843	9	0.9861	0.000
563	5843	9	0.96	-152.011
583	5324	9	0.8692	-98.013
80	1837	9	0.9107	2.017
1837	3174	9	0.9981	0.000
12	80	9	0.9458	0.000
4646	7671	9	0.9622	30.009
12	3174	9	0.9692	2.017
1657	5346	9	0.8697	-5.978
1152	3778	9	0.928	456.028
3832	10335	9	0.9696	0.000
422	9435	9	0.9316	-496.082
3464	4646	9	0.9227	0.000
447	650	9	0.8789	281.978
11321	11873	9	0.9908	0.000
1837	2806	9	0.8644	-12.037
6621	12008	9	0.9537	-10.021
4148	4326	9	0.9627	7.036
422	5657	9	0.8737	-98.013
987	1178	9	0.886	0.000
95	6701	9	0.9595	5.973
6226	8647	9	0.8937	-424.041
2091	2942	9	0.8931	5.973
458	5994	9	0.8871	-152.011
583	2630	9	0.8925	-10.021
697	11103	9	0.9356	409.575
80	6621	9	0.9371	-1.001
2146	3691	9	0.866	-350.049
583	1268	9	0.8886	-153.012
199	1007	9	0.8628	-306.029
3902	4148	9	0.8646	-14.016
2243	3775	9	0.8984	-121.935
6248	7861	9	0.9577	305.062
583	2146	9	0.9258	5.978
2597	3174	9	0.9447	-2.017
2806	3778	9	0.9639	0.000
756	2964	9	0.9413	-290.069
7481	10147	9	0.9365	288.081
2964	5676	9	0.9333	289.063
423	1141	9	0.9645	-153.012
1478	6749	9	0.9367	-6.974
216	4242	9	0.9072	-152.011
422	2091	9	0.9082	-153.012
595	6226	9	0.9455	15.994
1837	11021	9	0.9684	-194.082
141	3775	9	0.8642	20.027
2597	11021	9	0.9157	-196.098
36	512	9	0.9254	174.055
422	563	9	0.9656	152.011
248	1425	9	0.9261	193.061
1478	8647	9	0.9243	-424.041
10570	10881	9	0.8785	76.003
267	3174	9	0.9404	2.017
10471	11321	9	0.991	0.000
36	4810	9	0.9727	5.973
80	583	9	0.9149	0.000
595	1478	9	0.9317	15.994
2596	2598	9	0.9222	-76.008
8647	12267	9	0.8974	418.020
260	1268	9	0.9044	151.010
199	3451	9	0.8869	168.043
2630	3006	9	0.8678	9.020
1837	2597	9	0.9379	2.017
532	6038	9	0.8957	-14.016
697	10881	9	0.89	258.067
1478	6038	9	0.9457	-30.009
1837	6293	9	0.9266	-42.071
583	2806	9	0.9256	-10.021
2243	2505	9	0.9186	-197.938
6293	8647	9	0.8882	-226.002
595	3174	9	0.8827	-139.974
22	3832	9	0.938	-152.011
1565	5346	9	0.9023	-35.987
2942	4810	9	0.935	1.001
1892	9175	9	0.9312	-344.071
4210	5994	9	0.9066	152.016
267	2536	9	0.897	-304.022
950	11103	9	0.9327	73.488
199	2536	9	0.958	-152.011
2806	10515	9	0.9215	-152.011
36	423	9	0.9288	22.044
3006	6226	9	0.8715	158.985
10433	11321	9	0.9905	0.000
2630	3778	9	0.9141	0.000
3533	6596	9	0.9513	-386.118
2597	5843	9	0.8724	-156.044
80	11021	9	0.929	-192.065
1460	2598	9	0.9302	44.063
199	4992	9	0.9163	12.004
2062	8313	9	0.9004	-10.016
563	2630	9	0.9157	-10.021
12	2001	9	0.9761	-10.021
1592	3250	9	0.9765	0.000
1917	10511	9	0.9714	-183.089
1445	3778	9	0.9912	152.011
2536	6621	9	0.9377	303.021
604	6165	9	0.9163	-8.038
36	1592	9	0.8621	22.044
815	11103	9	0.9509	-0.503
216	4992	9	0.8715	0.000
4242	5843	9	0.9058	140.007
10335	10423	9	0.8844	-140.012
1660	8791	9	0.8631	-1.001
80	260	9	0.8814	-304.022
595	12267	9	0.9258	9.973
246	3451	9	0.9094	-6.011
4393	6803	9	0.9726	-47.100
12	2536	9	0.8884	-304.022
95	10335	9	0.9611	0.000
36	662	9	0.9583	-153.007
2169	4148	9	0.9039	15.994
2806	7941	9	0.8606	-304.017
2536	3006	9	0.8891	303.021
1132	2598	9	0.87	-2.017
7941	10515	9	0.9334	152.006
2378	10852	9	0.9501	0.000
80	2536	9	0.8929	-304.022
2505	2596	9	0.9552	0.000
36	1482	9	0.9784	-10.016
8647	10335	9	0.9344	418.067
2378	3775	9	0.9406	0.000
2543	2751	9	0.8762	75.500
3513	6248	9	0.9759	1.011
