CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
11016	11252	5	0.9044	298.150
1929	8753	6	0.7824	264.083
1929	4099	6	0.8226	132.037
64	6043	6	0.7592	-162.046
10425	10487	6	0.7783	290.308
2477	3299	6	0.8645	41.026
2302	5423	6	0.7446	-42.013
144	10575	6	0.8688	162.051
1049	10315	6	0.7631	453.360
6043	8753	6	0.9408	41.022
955	6043	6	0.8554	-30.009
2175	2772	6	0.7688	210.123
1333	12287	6	0.9164	42.008
10418	12287	6	0.9287	42.008
2228	10575	6	0.7889	-27.011
10315	11333	6	0.8341	-1.006
134	2528	6	0.8094	42.008
1049	11333	6	0.9418	452.354
5423	10425	6	0.7586	-403.276
955	8753	6	0.7732	11.012
10487	11333	6	0.8132	162.051
134	1555	6	0.7543	42.008
731	9565	6	0.8481	1.015
144	3923	6	0.9373	-161.078
25	1049	6	0.9527	0.987
144	10399	6	0.8736	0.000
25	5423	6	0.7561	404.258
144	2477	6	0.8492	162.051
958	10575	6	0.779	30.009
134	10575	6	0.9845	0.000
958	2477	6	0.8077	30.009
10315	10425	6	0.8223	-453.365
4099	8753	6	0.9287	132.046
144	1929	6	0.8322	-121.029
1333	10418	6	0.9439	0.000
4099	12287	6	0.8116	0.992
1555	10575	6	0.778	-42.008
1555	2528	6	0.83	0.000
144	6043	6	0.7529	102.032
144	10418	6	0.9031	-30.009
2528	3299	6	0.8802	-0.982
25	10315	6	0.756	454.347
10425	11333	6	0.9705	452.359
10399	12287	6	0.8893	11.999
144	12287	6	0.8931	11.999
25	2302	6	0.8446	446.271
4099	6043	6	0.9245	91.025
2477	10575	6	0.9839	0.000
3923	10399	6	0.8384	161.078
1547	3299	6	0.8046	162.056
10474	10575	6	0.7912	30.014
1333	2533	6	0.7525	41.999
2445	2772	6	0.7451	-148.035
2302	11333	6	0.8689	7.070
1333	1929	6	0.8559	-91.020
1929	6043	6	0.756	223.061
25	11333	6	0.9384	453.341
10399	10418	6	0.9725	-30.009
30	1049	6	0.7843	0.000
8753	12287	6	0.8516	-131.055
6043	12287	6	0.8263	-90.033
2515	8753	6	0.7595	-30.009
25	2515	6	0.921	-132.041
2515	6043	6	0.8266	-71.031
2302	10315	6	0.7407	8.076
1547	10474	6	0.7709	91.015
1333	10399	6	0.8971	30.009
3923	10575	6	0.8006	323.129
958	10474	6	0.7692	-0.005
1929	2533	6	0.7747	133.019
1049	5423	6	0.7537	403.271
2302	10425	6	0.8363	-445.289
2528	10575	6	0.8529	-42.008
955	2515	6	0.8282	41.022
144	1333	6	0.9491	-30.009
3299	10575	6	0.856	-41.026
1547	2228	6	0.7631	148.040
2228	3299	6	0.8887	14.016
325	710	6	0.8467	-15.999
2528	9565	6	0.8401	-162.022
2533	10399	6	0.7626	-11.989
1555	2477	6	0.7595	-42.008
134	2228	6	0.7835	27.011
2515	10425	6	0.8741	133.023
2228	2528	6	0.8816	14.997
1929	10399	6	0.8877	121.029
1929	10418	6	0.8933	91.020
134	144	6	0.8372	-162.051
325	1049	6	0.7843	0.000
2694	5423	6	0.7514	68.061
144	8753	6	0.7493	143.054
6043	10418	6	0.7564	-132.041
2228	2477	6	0.7844	-27.011
25	10425	6	0.9509	0.982
1929	12287	6	0.828	133.028
134	10474	6	0.8183	-30.014
2772	11333	6	0.7409	121.068
144	2533	6	0.7957	11.989
134	3299	6	0.8649	41.026
10351	12558	6	0.8379	162.051
10487	12558	6	0.9505	1.001
134	3923	6	0.771	-323.129
1049	2302	6	0.8291	445.284
2477	10474	6	0.8103	-30.014
5423	11333	6	0.7817	49.083
2477	2528	6	0.814	42.008
1333	6043	6	0.7539	132.041
2477	3923	6	0.7865	-323.129
30	710	6	0.8467	-15.999
134	958	6	0.8157	-30.009
955	12287	6	0.7536	-120.042
1049	2515	6	0.8747	-133.028
2533	12287	6	0.8546	0.010
30	325	6	1.0	0.000
134	2477	6	0.9988	0.000
1049	10425	6	0.9533	-0.005
1547	10978	6	0.7884	-0.005
2616	4919	7	0.7572	280.125
3733	4799	7	0.72	-15.994
3438	3955	7	0.7425	-14.997
3850	8661	7	0.8113	14.016
789	5312	7	0.7666	196.553
1136	2593	7	0.8049	-30.005
2593	3438	7	0.7608	-269.136
3438	5979	7	0.8729	253.138
4323	4799	7	0.9507	0.000
630	5979	7	0.7226	309.186
2593	2616	7	0.7783	30.005
1977	5312	7	0.9098	-14.016
1136	4919	7	0.7569	280.125
1136	3733	7	0.772	280.125
2616	3438	7	0.8348	-299.141
1136	2616	7	0.9238	0.000
3733	4323	7	0.7423	-15.994
1136	3438	7	0.802	-299.141
1298	5312	7	0.7608	-312.156
1298	2973	7	0.7242	-314.134
4799	8661	7	0.7005	64.066
3438	4820	7	0.7361	117.054
4128	8661	7	0.8172	30.009
1255	2616	7	0.7236	15.994
630	1136	7	0.713	355.189
2973	5122	7	0.7719	190.049
4323	4919	7	0.7204	15.994
630	2616	7	0.7473	355.189
1298	4799	7	0.7509	-108.077
2593	3733	7	0.7035	310.129
1298	1977	7	0.7288	-298.140
2616	3955	7	0.7079	-314.138
4323	5122	7	0.7785	-16.008
630	3438	7	0.7913	56.048
1136	1255	7	0.7147	-15.994
1298	5122	7	0.7007	-124.085
1298	8073	7	0.7987	0.000
1977	2973	7	0.7126	-15.994
3955	4820	7	0.7502	132.051
4799	4919	7	0.7044	15.994
1255	3955	7	0.8605	-298.145
2616	3733	7	0.7782	280.125
1298	4323	7	0.7178	-108.077
3733	4919	7	0.9821	0.000
4799	5122	7	0.7837	-16.008
1690	3226	8	0.9296	356.276
2487	7488	8	0.9125	-14.016
2487	4957	8	0.8849	66.045
1690	4025	8	0.9065	350.318
1936	3937	8	0.7862	-30.009
3437	4153	8	0.9467	14.016
4153	4957	8	0.9115	66.045
3226	4153	8	0.9128	-52.034
1936	3226	8	0.8858	358.293
3437	7488	8	1.0	0.000
489	3937	8	0.861	0.000
489	2675	8	0.8024	-11.965
1690	2487	8	0.9099	304.242
1690	4957	8	0.9121	370.287
1690	1936	8	0.9167	-2.017
1936	4957	8	0.8653	372.304
1936	4025	8	0.8488	352.334
2487	3226	8	0.8827	52.034
1690	4153	8	0.9488	304.242
489	1936	8	0.9089	30.009
4025	4957	8	0.9064	19.970
3226	4025	8	0.903	-5.959
1936	2487	8	0.834	306.259
2487	3437	8	0.9125	-14.016
1936	4153	8	0.8803	306.259
4025	4153	8	0.9325	-46.075
2487	4153	8	0.9357	0.000
2487	4025	8	0.9173	46.075
4153	7488	8	0.9467	-14.016
3226	4957	8	0.9392	14.011
676	943	9	0.7065	75.021
2082	4067	9	0.7176	-130.039
888	1400	9	0.7499	46.018
116	903	9	0.9016	0.000
272	1400	9	0.6759	-30.000
676	1276	9	0.9173	30.000
888	2082	9	0.8966	178.069
888	1276	9	0.7354	90.009
169	1400	9	0.8462	17.009
269	6133	9	1.0	0.010
1090	4067	9	0.7453	-30.009
1158	6133	9	0.6838	131.060
59	1158	9	0.6619	60.019
59	888	9	0.6483	-18.992
663	888	9	0.7875	-370.110
2082	6133	9	0.9377	32.002
657	1400	9	0.7451	-30.000
117	903	9	0.8133	172.067
1158	2082	9	0.6995	99.057
1726	4462	9	0.9913	0.000
169	1276	9	0.8032	61.001
215	1158	9	0.6545	60.019
117	2082	9	0.7746	-5.973
1090	1400	9	0.7044	-32.021
215	269	9	0.9204	191.069
943	1400	9	0.7589	-89.013
903	2082	9	0.877	-178.040
657	888	9	0.6785	-76.018
116	117	9	0.8196	-172.067
215	888	9	0.8512	-18.992
943	1090	9	0.7031	-56.992
116	269	9	0.842	-146.047
888	943	9	0.726	135.031
215	903	9	0.871	337.116
272	657	9	0.8575	0.000
59	215	9	0.7362	0.000
116	4067	9	0.6533	-308.079
59	2082	9	0.7023	159.076
169	888	9	0.7011	-29.008
59	6133	9	0.6768	191.078
805	2082	9	0.6906	88.040
116	1158	9	0.6868	-277.097
272	1276	9	0.6573	13.992
272	943	9	0.7031	59.013
657	1090	9	0.9077	2.021
215	676	9	0.6703	41.017
888	903	9	0.873	356.109
272	888	9	0.6781	-76.018
59	903	9	0.6917	337.116
657	943	9	0.7661	59.013
116	888	9	0.8504	-356.109
117	888	9	0.7291	-184.042
4067	6133	9	0.7192	162.041
117	215	9	0.7736	-165.049
272	676	9	0.6735	-16.008
116	6133	9	0.842	-146.038
116	215	9	0.8634	-337.116
169	676	9	0.8888	31.001
215	2082	9	0.9453	159.076
888	6133	9	0.887	210.071
169	943	9	0.7052	106.022
663	1158	9	0.7064	-291.099
888	1090	9	0.699	78.039
269	888	9	0.887	-210.061
202	1400	9	0.6756	-59.013
888	1158	9	0.6679	79.011
169	805	9	0.8633	61.020
903	4067	9	0.6687	-308.079
269	1158	9	0.6838	-131.050
676	805	9	0.9445	30.019
805	888	9	0.7088	-90.028
663	2082	9	0.7615	-192.041
117	6133	9	0.743	26.029
59	663	9	0.7027	351.117
903	1158	9	0.6846	-277.097
657	676	9	0.7393	-16.008
117	663	9	0.8036	186.068
215	4067	9	0.6955	29.037
663	903	9	0.8732	-14.001
202	676	9	0.6414	-45.021
657	1276	9	0.7189	13.992
676	1090	9	0.6443	18.030
1276	1400	9	0.9131	-43.991
943	1276	9	0.7022	-45.021
169	1726	9	0.6712	-58.999
676	1400	9	0.9606	-13.992
202	943	9	0.6616	30.000
663	6133	9	0.8079	-160.039
1090	1276	9	0.6502	11.970
657	805	9	0.7016	14.011
805	1400	9	0.9168	-44.011
169	657	9	0.6558	47.009
269	903	9	0.8833	146.047
269	2082	9	0.9377	-31.993
272	1090	9	1.0	2.021
888	4067	9	0.688	48.030
903	6133	9	0.8833	-146.038
117	1158	9	0.6592	-105.031
215	663	9	0.7973	351.117
269	4067	9	0.7192	-162.032
805	943	9	0.7105	45.002
59	269	9	0.6768	191.069
117	269	9	0.743	26.019
676	888	9	0.7211	-60.009
116	2082	9	0.8707	-178.040
269	663	9	0.8079	160.049
59	116	9	0.6584	337.116
116	663	9	0.8171	14.001
805	1276	9	0.9348	-0.019
215	6133	9	0.9204	191.078
4059	11592	10	0.9158	0.000
4059	5802	10	0.919	0.000
5802	11592	10	0.9983	0.000
697	1519	11	0.9997	-448.019
285	5952	11	0.8692	-1.001
2598	10881	11	0.8669	-76.003
2378	6602	11	0.9509	0.000
95	8647	11	0.932	-418.067
3677	5486	11	0.9475	-190.959
3006	3691	11	0.9601	-343.070
1660	8043	11	0.883	2.017
815	2505	11	0.9789	0.000
532	1837	11	0.9132	-139.974
267	422	11	0.922	-152.011
595	9360	11	0.8796	-216.049
260	5843	11	0.9145	152.011
417	8791	11	0.8967	-1.001
1380	2964	11	0.871	-290.069
1227	6052	11	0.9302	-152.011
1227	3677	11	0.929	190.959
697	10942	11	0.9394	410.078
12	1837	11	0.9595	2.017
10335	10423	11	0.8844	-140.012
950	2596	11	0.9075	73.991
5324	5843	11	0.8627	-53.998
5994	10511	11	0.8706	-43.987
1007	2536	11	0.8706	154.018
12	3006	11	0.9454	-1.001
199	662	11	0.8617	-305.018
987	5676	11	0.9222	-1.006
95	6749	11	0.9347	-1.001
950	1132	11	0.912	0.000
1425	10147	11	0.9424	-346.074
563	3006	11	0.9164	-1.001
583	2146	11	0.9258	5.978
12	5843	11	0.892	-152.011
532	6226	11	0.9373	15.994
662	2536	11	0.8692	153.007
458	10471	11	0.9784	0.000
2597	3174	11	0.9447	-2.017
3006	6038	11	0.867	128.976
6293	6749	11	0.9089	191.064
95	5219	11	0.8955	-10.021
2536	3156	11	0.9021	151.010
4646	7671	11	0.9622	30.009
815	11103	11	0.9509	-0.503
3156	6621	11	0.911	152.011
2062	4646	11	0.9633	-38.047
141	11328	11	0.9598	0.000
2596	11103	11	0.942	-0.503
11321	11873	11	0.9908	0.000
10852	11103	11	0.8906	-76.506
1224	7219	11	0.9435	23.964
6354	10441	11	0.9557	-1.011
6749	8647	11	0.9005	-417.066
2964	5324	11	0.8648	138.058
80	5843	11	0.9599	-152.011
6621	12008	11	0.9537	-10.021
563	3691	11	0.958	-344.071
3174	5843	11	0.9175	-154.028
95	6293	11	0.8877	-192.065
6701	8647	11	0.9382	-424.041
3174	6293	11	0.9081	-42.071
80	563	11	0.9948	0.000
1478	5219	11	0.8816	-15.994
1425	9229	11	0.8908	-330.147
80	583	11	0.9149	0.000
1837	6293	11	0.9266	-42.071
10515	12008	11	0.9379	151.010
422	1837	11	0.9042	154.028
1478	3832	11	0.9351	-5.973
532	3174	11	0.8987	-139.974
3691	6621	11	0.9332	343.070
95	987	11	0.8693	-98.013
2496	10441	11	0.8719	36.021
1917	3677	11	0.9465	-144.136
2554	12008	11	0.8735	-9.015
12	6749	11	0.8649	151.010
80	2536	11	0.8929	-304.022
5746	6044	11	0.8754	-15.994
216	4242	11	0.9072	-152.011
8043	11328	11	0.9713	-2.017
36	2536	11	0.9325	0.000
1794	4900	11	0.8987	39.992
532	10335	11	0.9378	10.021
595	6701	11	0.9516	15.994
697	950	11	0.9543	336.086
4697	6044	11	0.9275	91.992
10147	10998	11	0.9101	1.001
122	1837	11	0.9463	-324.049
595	2001	11	0.8679	-152.011
563	2001	11	0.9623	-10.021
95	6038	11	0.8898	-24.036
199	4242	11	0.9267	-140.007
8647	10335	11	0.9344	418.067
3832	6293	11	0.985	-192.065
267	5843	11	0.9344	-152.011
532	9360	11	0.877	-216.049
36	5657	11	0.9193	53.998
141	3775	11	0.8642	20.027
583	2630	11	0.8925	-10.021
80	2146	11	0.8819	5.978
36	260	11	0.9928	0.000
5746	6706	11	0.8679	-110.003
122	3174	11	0.9396	-324.049
512	3451	11	0.8715	146.000
122	595	11	0.8755	-184.075
122	6621	11	0.9	-327.067
199	1007	11	0.8628	-306.029
267	1837	11	0.9239	2.017
1478	10335	11	0.9404	-5.973
815	2970	11	0.9095	152.006
5994	9229	11	0.9878	-137.085
422	512	11	0.9123	22.044
1482	12008	11	0.874	303.016
422	5657	11	0.8737	-98.013
2496	3952	11	0.8607	-130.039
199	2091	11	0.9278	-153.012
2169	7671	11	0.9007	15.994
2172	6044	11	0.9011	-30.009
5486	6803	11	0.9116	-29.071
814	6052	11	0.9201	-43.977
2001	12008	11	0.9846	-1.001
563	11021	11	0.9442	-192.065
1917	10511	11	0.9714	-183.089
987	1178	11	0.886	0.000
697	1132	11	0.925	336.086
563	3174	11	0.9537	2.017
95	7861	11	0.8801	-114.007
458	10433	11	0.9788	0.000
6293	10335	11	0.95	192.065
3006	3156	11	0.9137	-152.011
1655	5994	11	0.9486	1.006
595	6226	11	0.9455	15.994
1132	2596	11	0.9417	73.991
6038	12267	11	0.8856	23.988
199	5843	11	0.9861	0.000
2596	10942	11	0.9633	0.000
5241	8043	11	0.9488	3.018
12	2536	11	0.8884	-304.022
512	4992	11	0.9229	-10.040
199	260	11	0.953	-152.011
80	267	11	0.9443	0.000
36	80	11	0.8676	304.022
22	417	11	0.8669	0.000
595	6038	11	0.8879	-14.016
95	6226	11	0.9293	5.973
4101	11960	11	0.9609	0.000
260	1482	11	0.9887	-10.016
604	8313	11	0.8769	-10.016
246	5610	11	0.8688	152.011
7931	10511	11	0.9263	486.100
604	3464	11	0.861	-38.047
267	2146	11	0.9447	5.978
6038	6701	11	0.9195	30.009
10471	11321	11	0.991	0.000
604	7671	11	0.8878	-8.038
248	9229	11	0.9559	-137.085
2169	3464	11	0.9024	-14.016
6749	12267	11	0.9079	0.953
141	417	11	0.9065	0.000
1132	10942	11	0.9283	73.991
1268	3006	11	0.915	152.011
80	2630	11	0.9009	-10.021
2596	10852	11	0.8737	76.003
122	583	11	0.8683	-326.066
563	2806	11	0.9656	-10.021
773	6706	11	0.8755	-13.982
1268	3174	11	0.9262	155.029
1837	3156	11	0.8621	-155.029
2169	4148	11	0.9039	15.994
604	6165	11	0.9163	-8.038
3832	12267	11	0.9413	-0.048
2169	4646	11	0.9153	-14.016
595	3174	11	0.8827	-139.974
36	662	11	0.9583	-153.007
4326	8313	11	0.9157	-9.015
199	1268	11	0.9722	-1.001
583	11021	11	0.8868	-192.065
2536	5843	11	0.9037	152.011
2243	3775	11	0.8984	-121.935
417	1660	11	0.8848	0.000
7861	10335	11	0.897	114.007
4326	7671	11	0.9158	-7.036
697	2505	11	0.8827	410.078
611	3358	11	0.986	53.959
22	10335	11	0.8966	-152.011
422	10515	11	0.9895	-10.021
11110	11321	11	0.964	0.000
3006	12267	11	0.8662	152.964
216	3451	11	0.8888	156.039
1571	1917	11	0.985	183.084
1268	2536	11	0.9114	-151.010
1268	6621	11	0.9318	152.011
6621	11021	11	0.9127	-191.064
9740	11482	11	0.9773	-162.056
3513	10202	11	0.9875	-0.081
2146	3006	11	0.8892	-6.979
6749	10335	11	0.9246	1.001
1478	6293	11	0.9306	-198.038
248	1655	11	0.9924	-1.006
2001	2630	11	0.9454	0.000
1478	6701	11	0.9572	0.000
3174	3832	11	0.8906	149.994
417	6602	11	0.8667	20.027
2378	3775	11	0.9406	0.000
595	3832	11	0.9843	10.021
2970	6602	11	0.9044	-76.003
7941	12008	11	0.8787	303.016
563	3533	11	0.8861	-44.063
248	7481	11	0.9225	-441.093
5486	10631	11	0.9107	0.000
267	3006	11	0.9091	-1.001
1621	2543	11	0.9167	-76.008
10511	12567	11	0.9305	27.988
267	2597	11	0.8986	4.033
1478	12267	11	0.92	-6.021
4992	5324	11	0.8696	41.994
1478	2146	11	0.8605	-152.006
7481	10147	11	0.9365	288.081
604	4148	11	0.9163	-8.038
1837	3174	11	0.9981	0.000
446	458	11	0.974	0.000
3174	6701	11	0.882	155.968
4393	6803	11	0.9726	-47.100
697	11103	11	0.9356	409.575
1478	6226	11	0.9241	0.000
260	1007	11	0.9468	-154.018
5346	7219	11	0.9598	-0.072
422	5843	11	0.9802	0.000
36	1007	11	0.9589	-154.018
2630	10515	11	0.8633	-152.011
8647	12267	11	0.8974	418.020
2243	2970	11	0.9809	-45.931
3533	6596	11	0.9513	-386.118
12	2001	11	0.9761	-10.021
3691	11021	11	0.9724	152.006
95	12267	11	0.9554	-0.048
3464	4326	11	0.8966	37.046
122	3832	11	0.8662	-174.055
10335	12267	11	0.9896	-0.048
36	512	11	0.9254	174.055
595	3006	11	0.9208	-142.991
267	2536	11	0.897	-304.022
5473	10441	11	0.9606	1.001
697	10881	11	0.89	258.067
3358	11241	11	0.8875	-14.049
2062	8313	11	0.9004	-10.016
141	6602	11	0.8783	20.027
611	11241	11	0.906	39.910
5219	10335	11	0.8797	10.021
532	6749	11	0.9568	9.020
267	2001	11	0.9566	-10.021
6226	12267	11	0.9205	-6.021
199	3691	11	0.9067	-192.060
512	4101	11	0.8834	-119.075
4210	5486	11	0.8651	-43.977
5486	6052	11	0.8734	-152.011
3451	5843	11	0.8682	-168.043
2062	3464	11	0.8786	-38.047
267	2630	11	0.9074	-10.021
2172	5015	11	0.8819	16.032
2169	3902	11	0.8842	30.009
2062	2169	11	0.9109	-24.031
6803	7931	11	0.9564	-305.023
532	5219	11	0.9379	0.000
3677	4393	11	0.9488	-172.929
12	583	11	0.9651	0.000
2543	2751	11	0.8762	75.500
604	2169	11	0.9146	-24.031
446	11110	11	0.9606	0.000
199	2146	11	0.8831	157.989
1478	8647	11	0.9243	-424.041
95	7219	11	0.8672	-14.087
6161	7414	11	0.9365	0.000
6226	6701	11	0.9306	0.000
2543	10570	11	0.8968	0.005
199	3174	11	0.89	154.028
267	2806	11	0.937	-10.021
611	1268	11	0.9049	-499.105
532	6038	11	0.8957	-14.016
814	4101	11	0.9492	-152.006
36	10497	11	0.926	22.039
6701	12267	11	0.9706	-6.021
3832	6701	11	0.9682	5.973
122	3156	11	0.8911	-479.078
80	3691	11	0.9455	-344.071
12	6621	11	0.977	-1.001
5219	6749	11	0.968	9.020
4210	5994	11	0.9066	152.016
122	532	11	0.8787	-184.075
2536	6621	11	0.9377	303.021
220	6803	11	0.8733	-181.082
2001	10335	11	0.8605	162.032
563	2091	11	0.8718	-305.023
2597	3006	11	0.8976	-5.034
260	2091	11	0.9231	-1.001
6621	11482	11	0.8669	-140.017
583	6621	11	0.9641	-1.001
1621	2751	11	0.888	-0.508
3006	6293	11	0.9447	-39.053
583	1268	11	0.8886	-153.012
12	12008	11	0.8611	-11.022
267	5324	11	0.8817	-98.013
2630	3006	11	0.8678	9.020
422	3451	11	0.8948	168.043
422	2146	11	0.8719	157.989
2146	2597	11	0.8794	-1.945
4393	5486	11	0.9001	-18.030
2806	6293	11	0.8613	-30.033
4697	4900	11	0.8754	146.000
563	2630	11	0.9157	-10.021
950	11103	11	0.9327	73.488
1132	11103	11	0.8894	73.488
2243	6602	11	0.9027	-121.935
1837	2554	11	0.8668	-4.024
3677	10631	11	0.9415	-190.959
199	422	11	0.9724	0.000
1227	10631	11	0.8884	0.000
583	3006	11	0.9122	-1.001
36	199	11	0.9435	152.011
1571	4393	11	0.9864	-133.981
1224	5346	11	0.9237	24.036
260	1268	11	0.9044	151.010
1621	10881	11	0.9597	0.000
4393	10511	11	0.9738	133.977
2001	2806	11	0.985	0.000
1571	6803	11	0.9718	-181.082
4992	5843	11	0.9111	-12.004
1482	10515	11	0.9448	152.006
6293	8647	11	0.8882	-226.002
3832	7861	11	0.8971	-114.007
604	10423	11	0.8672	0.000
199	512	11	0.8779	22.044
815	10852	11	0.944	76.003
422	11021	11	0.9303	-40.054
260	10497	11	0.9364	22.039
4210	7481	11	0.9927	-289.077
12	2146	11	0.9322	5.978
512	10497	11	0.9217	-152.016
2964	5676	11	0.9333	289.063
563	6621	11	0.9507	-1.001
595	12267	11	0.9258	9.973
10433	11873	11	0.9998	0.000
12	1268	11	0.9286	-153.012
1425	4210	11	0.9705	-345.077
2630	12008	11	0.944	-1.001
2806	12008	11	0.988	-1.001
3677	6052	11	0.9066	-342.970
12	2630	11	0.9106	-10.021
216	4992	11	0.8715	0.000
2598	11103	11	0.8887	75.505
1837	3006	11	0.9859	-3.018
2543	10881	11	0.9765	76.008
199	6621	11	0.9157	151.010
422	6621	11	0.9146	151.010
3691	6293	11	0.8945	304.017
4210	10147	11	0.9388	-0.996
6701	10335	11	0.9879	-5.973
10942	11103	11	0.9861	-0.503
2169	4326	11	0.8865	23.030
95	6701	11	0.9595	5.973
1478	1837	11	0.8702	-155.968
41	122	11	0.8749	328.073
3464	4148	11	0.9415	30.009
987	2964	11	0.9191	-290.069
2598	10942	11	0.9116	76.008
604	4646	11	0.912	-38.047
756	987	11	0.9346	0.000
6052	7931	11	0.8643	-182.083
583	5843	11	0.8719	-152.011
2001	6749	11	0.8622	161.031
815	2598	11	0.8711	-76.008
1621	2598	11	0.9062	76.003
12	11021	11	0.9246	-192.065
2243	2378	11	0.9472	-121.935
1917	4393	11	0.9999	-317.065
6038	6749	11	0.907	23.035
3902	4148	11	0.8646	-14.016
2554	6293	11	0.861	-38.047
583	2597	11	0.8943	4.033
80	1380	11	0.8636	53.998
267	1268	11	0.9041	-153.012
5843	10497	11	0.8746	-129.972
122	2554	11	0.8821	-328.073
3174	11021	11	0.9671	-194.082
662	1007	11	0.9963	-1.011
2091	11021	11	0.8767	112.958
2597	5843	11	0.8724	-156.044
199	267	11	0.9245	152.011
6701	6749	11	0.946	-6.974
3832	6749	11	0.9205	-1.001
4900	6044	11	0.9451	-54.007
1794	2172	11	0.8815	15.994
697	1621	11	0.9256	258.067
1655	7481	11	0.9055	-440.087
6354	7861	11	0.8671	-153.017
5219	12267	11	0.8608	9.973
5486	7931	11	0.9215	-334.094
2062	6165	11	0.9553	-8.038
80	2806	11	0.9491	-10.021
80	1268	11	0.9526	-153.012
2062	7671	11	0.937	-8.038
36	1482	11	0.9784	-10.016
2596	2598	11	0.9222	-76.008
532	595	11	0.9612	0.000
22	5241	11	0.9279	-1.001
2001	10515	11	0.9117	-152.011
2243	10852	11	0.9741	-121.935
417	11328	11	0.9414	0.000
1571	7931	11	0.9192	-486.105
5676	9740	11	0.8731	-31.954
3464	6165	11	0.9415	30.009
22	3832	11	0.938	-152.011
422	4242	11	0.917	-140.007
10433	11321	11	0.9905	0.000
122	267	11	0.8641	-326.066
6226	6749	11	0.9548	-6.974
36	2091	11	0.9301	-1.001
267	7414	11	0.8738	5.978
199	10515	11	0.9585	-10.021
3832	9360	11	0.8769	-226.069
3006	3174	11	0.9827	3.018
3174	3691	11	0.9703	-346.088
2806	6621	11	0.8701	9.020
3902	4646	11	0.872	-44.025
814	11960	11	0.963	-152.006
199	563	11	0.8665	152.011
260	2536	11	0.9386	0.000
422	4992	11	0.9151	12.004
10852	10942	11	0.8649	-76.003
12	5324	11	0.9096	-98.013
1837	3832	11	0.9062	149.994
1268	9435	11	0.9519	-495.081
12	267	11	0.9821	0.000
3513	7861	11	0.9698	306.072
532	2001	11	0.8815	-152.011
595	6749	11	0.9494	9.020
6165	7671	11	0.9572	0.000
756	2964	11	0.9413	-290.069
1660	8791	11	0.8631	-1.001
3464	7671	11	0.9078	30.009
446	10433	11	0.9899	0.000
2536	10497	11	0.9166	22.039
3691	9435	11	0.905	-304.022
2091	2536	11	0.8924	1.001
458	5994	11	0.8871	-152.011
199	3451	11	0.8869	168.043
95	604	11	0.8736	-140.012
10202	10441	11	0.881	458.160
2062	4148	11	0.9553	-8.038
6293	12267	11	0.9127	192.017
563	1837	11	0.9401	2.017
80	2091	11	0.8837	-305.023
2001	3832	11	0.8627	162.032
422	2597	11	0.8917	156.044
1794	6044	11	0.9372	-14.016
199	4992	11	0.9163	12.004
6602	10852	11	0.9016	0.000
267	583	11	0.9698	0.000
2169	6165	11	0.9039	15.994
12	563	11	0.963	0.000
3006	3832	11	0.8816	153.012
248	5994	11	0.946	0.000
595	5219	11	0.9201	0.000
6038	10335	11	0.9006	24.036
4148	7671	11	0.9572	0.000
8791	11328	11	0.9479	1.001
2554	3174	11	0.8635	4.024
3832	10335	11	0.9696	0.000
563	2146	11	0.9069	5.978
1268	2554	11	0.8703	151.005
2146	5843	11	0.8963	-157.989
3902	5746	11	0.9133	-14.016
4148	4646	11	0.9929	-30.009
285	604	11	0.8658	0.000
563	5843	11	0.96	-152.011
604	10335	11	0.8892	140.012
199	2536	11	0.958	-152.011
95	246	11	0.8692	-129.967
199	1837	11	0.8734	154.028
3832	10423	11	0.8766	-140.012
1268	3691	11	0.9589	-191.059
6038	8647	11	0.8729	-394.031
6052	10511	11	0.8912	304.017
697	2598	11	0.9754	334.070
583	3174	11	0.9373	2.017
5346	6749	11	0.8719	13.014
1227	7931	11	0.8829	-334.094
1380	3533	11	0.8753	-98.061
563	583	11	0.9309	0.000
246	7861	11	0.889	15.960
3006	11482	11	0.9539	-140.017
5843	11021	11	0.9094	-40.054
595	10335	11	0.9554	10.021
756	5676	11	0.9507	-1.006
697	815	11	0.9039	410.078
6248	7861	11	0.9577	305.062
248	10147	11	0.8957	-153.012
122	6293	11	0.9	-366.120
2597	10335	11	0.8609	147.978
4697	5746	11	0.9144	107.986
10433	10471	11	0.9998	0.000
80	11021	11	0.929	-192.065
11110	11983	11	0.9754	-1.001
583	5324	11	0.8692	-98.013
532	6701	11	0.9455	15.994
285	10423	11	0.8906	0.000
3513	6248	11	0.9759	1.011
814	7481	11	0.9472	-137.066
1268	11021	11	0.9459	-39.053
1425	1655	11	0.9076	-194.067
4210	9229	11	0.9445	14.930
5657	5843	11	0.8879	98.013
2505	2970	11	0.9008	152.006
1837	2597	11	0.9379	2.017
1655	4210	11	0.9449	-151.010
8043	8791	11	0.9793	-3.018
532	12267	11	0.9102	9.973
246	9740	11	0.9645	-1.006
697	2596	11	0.9477	410.078
2597	6621	11	0.8888	-5.034
2146	6621	11	0.9383	-6.979
815	2378	11	0.8874	76.003
246	10335	11	0.8679	129.967
2806	7941	11	0.8606	-304.017
41	2554	11	0.9678	0.000
563	2597	11	0.9087	4.033
2001	6293	11	0.8887	-30.033
3832	6038	11	0.8891	-24.036
